Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:87905000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
87905000;1;01/04/2017;;1;1;561,448;91,355;155,153;14;10;1;1;1;0;0;116,356;112,124;107,968;103,083;98,309;96,742;95,188;94,415;92,879;91,355;98,309;107,146;365,835;561,448;472,851;311,119;198,897;141,475;129,514;118,932;120,665;147,169;140,536;125,937;112,124;107,968;99,888;96,742;95,188;94,415;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
87905000;1;01/03/2017;;1;1;1804,358;79,611;474,558;14;4;2;2;2;0;0;119,797;99,097;90,598;79,611;99,097;144,308;125,937;128,615;125,051;209,016;647,543;1337,276;1716,464;1804,358;1591,307;1498,119;956,12;710,347;576,314;451,037;355,429;285,391;246,983;218,217;200,01;182,579;164,914;148,129;141,475;132,228;125,937;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;
87905000;1;01/02/2017;;1;1;224,066;62,848;113,663;25;11;1;1;1;0;0;69,321;66,695;63,482;67,347;69,985;70,653;69,321;66,695;65,4;64,118;62,848;74,036;74,722;81,036;149,092;126,827;144,308;147,169;165,928;217,056;152,974;123,287;121,536;152,974;224,066;191,197;160,885;139,601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;
87905000;1;01/01/2017;;1;1;340,82;72,674;154,835;13;31;1;1;1;0;0;143,361;157,896;120,665;108,793;106,328;128,615;127,719;122,41;108,793;108,793;171,048;244,52;340,82;255,702;180,456;147,169;173,117;294,743;309,738;235,992;189,025;144,308;114,654;105,512;101,479;103,083;108,793;105,512;91,355;76,799;72,674;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;1;01/12/2016;;1;1;168,991;42,127;79,682;29;25;1;1;1;0;0;112,124;97,524;91,355;114,654;144,308;130,415;102,28;81,753;77,498;74,036;69,985;64,758;62,218;60,347;56,088;51,982;46,928;45,839;45,3;45,3;44,763;44,763;44,23;43,7;42,127;43,172;77,498;145,259;168,991;131,32;109,621;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;1;01/11/2016;;1;1;1100,055;111,286;322,23;3;26;2;2;2;0;0;182,579;336,496;1100,055;1036,802;939,417;689,777;483,09;320,872;273,583;289,381;329,349;308,36;269,702;235,992;204,489;180,456;211,298;268,414;322,277;262,02;201,125;170,018;160,885;150,058;118,932;111,286;116,356;123,287;148,129;122,41;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;0;
87905000;1;01/10/2016;;1;1;1452,589;64,758;360,294;21;13;1;1;1;0;0;99,888;95,188;90,598;83,923;78,904;81,753;80,322;77,498;76,799;75,412;69,985;66,695;64,758;66,046;66,695;71,997;166,946;1082,16;1300,806;1391,467;1452,589;1054,328;815,418;576,314;402,625;337,934;319,47;312,503;269,702;234,786;205,616;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;1;01/09/2016;;1;1;1151,978;105,512;473,792;2;30;2;2;2;0;0;997,284;1151,978;1026,852;718,659;618,177;756,644;862,618;813,203;710,347;620,114;512,681;410,506;503,888;602,788;612,384;517,992;436,231;353,955;285,391;237,201;207,88;183,646;172,081;157,896;143,361;133,139;126,827;122,41;112,124;105,512;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;0;
87905000;1;01/08/2016;;1;1;695,917;92,116;184,037;31;27;1;1;1;0;0;181,516;158,889;144,308;130,415;125,051;121,536;161,888;323,686;374,87;343,718;280,113;212,444;178,344;159,885;148,129;138,668;134,053;130,415;132,228;134,97;149,092;136,813;126,827;113,808;97,524;94,415;92,116;92,116;100,682;290,717;695,917;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;1;01/07/2016;;1;1;1259,338;103,083;325,036;15;6;2;2;2;0;0;178,344;160,885;137,739;112,124;107,968;103,083;124,168;171,048;207,88;235,992;196,682;286,717;813,203;1082,16;1259,338;1024,372;516,219;379,428;336,496;264,569;220,548;198,897;176,244;163,902;149,092;151,027;220,548;309,738;316,674;262,02;209,016;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;
87905000;1;01/06/2016;;1;1;228,8;78,199;115,064;30;22;1;1;1;0;0;180,456;171,048;160,885;154,934;149,092;143,361;136,813;129,514;122,41;116,356;111,286;106,328;103,083;99,888;93,646;92,879;91,355;87,601;83,923;80,322;79,611;78,199;78,199;79,611;78,199;78,904;81,753;101,479;151,999;228,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
87905000;1;01/05/2016;;1;1;795,587;163,902;326,678;1;30;1;1;1;0;0;795,587;548,596;452,697;385,548;337,934;305,612;267,129;248,22;231,185;210,156;201,125;196,682;186,864;182,579;187,943;488,249;741,758;710,347;598,97;436,231;345,171;304,243;258,22;234,786;213,592;197,788;186,864;172,081;168,991;163,902;167,967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87905000;1;01/04/2016;;1;1;2647,09;143,361;615,957;27;6;3;3;3;0;0;281,427;218,217;197,788;165,928;151,999;143,361;150,058;161,888;225,245;493,435;495,17;500,392;454,36;401,057;365,835;312,503;262,02;240,847;195,579;186,864;240,847;315,281;388,626;554,087;1034,31;2209,129;2647,09;2117,717;1906,074;1461,583;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;0;
87905000;1;01/03/2016;;1;1;1183,694;59,729;199,258;27;2;1;1;1;0;0;67,347;59,729;94,415;174,156;142,416;115,504;92,879;75,412;70,653;74,036;99,097;118,071;94,415;80,322;72,674;67,347;64,118;60,347;60,347;65,4;81,036;125,937;134,053;118,932;102,28;174,156;1183,694;1019,42;663,478;472,851;352,484;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;1;01/02/2016;;1;1;160,885;66,046;99,103;15;25;1;1;1;0;0;119,797;112,124;107,968;104,699;157,896;133,139;108,793;96,742;95,963;112,964;121,536;107,146;95,963;103,89;160,885;113,808;99,097;92,116;96,742;93,646;80,322;72,674;69,321;66,695;66,046;68,002;70,653;73,354;71,997;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
87905000;1;01/01/2016;;1;1;587,589;104,699;237,977;8;29;1;1;1;0;0;407,345;371,846;323,686;289,381;262,02;269,702;471,155;587,589;544,951;436,231;346,628;274,883;243,292;221,717;206,746;191,197;180,456;171,048;155,918;149,092;139,601;129,514;125,051;119,797;114,654;111,286;107,968;106,328;104,699;104,699;108,793;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;1;01/12/2015;;1;1;;;;;;0;0;0;0;0;183,646;175,199;166,946;181,516;256,96;256,96;237,201;205,616;207,88;238,413;226,427;203,364;203,364;209,016;202,243;183,646;172,081;170,018;298,796;452,697;;535,891;876,343;1860,529;2081,684;1804,358;1615,225;1411,698;773,834;565,147;441,139;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;
87905000;1;01/11/2015;;1;1;683,664;194,479;416,824;15;30;1;1;1;0;0;379,428;429,728;459,368;388,626;432,973;625,943;641,617;526,904;410,506;370,339;379,428;415,271;618,177;669,503;683,664;639,647;493,435;404,195;368,834;474,55;442,782;404,195;311,119;270,992;238,413;219,381;206,746;203,364;201,125;194,479;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
87905000;1;01/10/2015;;1;1;2864,562;313,891;1048,959;12;7;2;2;2;0;0;567,001;477,957;424,882;388,626;362,847;333,628;313,891;572,58;1563,036;2010,528;2429,796;2864,562;2540,697;1690,612;1495,187;1689,095;1702,764;1583,854;1493,721;985,089;908,78;1051,816;1034,31;890,174;731,214;517,992;439,5;391,716;358,387;351,015;352,484;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;
87905000;1;01/09/2015;;1;1;2302,438;112,964;639,523;26;15;3;3;3;0;0;246,983;220,548;201,125;175,199;164,914;161,888;154,934;149,092;141,475;135,89;126,827;125,051;128,615;122,41;112,964;178,344;278,801;423,273;373,357;418,463;439,5;925,215;1627,222;1663,361;1854,874;2302,438;2093,661;1776,59;1511,334;951,333;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;0;
87905000;1;01/08/2015;;1;1;1019,42;233,582;381,313;7;26;1;1;1;0;0;329,349;285,391;270,992;263,293;367,333;864,898;1019,42;937,043;720,744;521,548;423,273;345,171;311,119;290,717;277,492;253,196;254,447;264,569;273,583;327,929;333,628;330,772;306,984;277,492;249,459;233,582;233,582;292,056;352,484;325,097;284,066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87905000;1;01/07/2015;;1;1;;;;;;0;0;0;0;0;194,479;182,579;191,197;205,616;197,788;181,516;175,199;168,991;163,902;164,914;160,885;151,999;150,058;434,601;1071,998;839,98;683,664;671,517;;1633,229;3640,702;3038,517;2028,203;1631,727;1105,195;817,636;618,177;526,904;464,402;407,345;368,834;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;1;01/06/2015;;1;1;;;;;;0;0;0;0;0;;249,459;204,489;185,788;180,456;;;;;1434,994;1490,791;1551,175;1499,586;1403,01;;;;;;;;;;;;;262,02;232,382;207,88;203,364;;0;1;1;1;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;
87905000;1;01/05/2015;;1;1;;;;;;0;0;0;0;0;35,165;35,165;41,095;49,143;54,31;56,687;60,347;59,114;58,503;60,347;68,66;117,212;166,946;163,902;128,615;108,793;91,355;76,104;68,002;62,848;57,894;54,31;50,837;50,269;51,982;56,687;67,347;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;
87905000;1;01/04/2015;;1;1;87,601;35,642;51,694;3;30;1;1;1;0;0;58,503;78,904;87,601;73,354;57,894;64,118;71,323;67,347;62,218;56,687;52,559;49,705;47,477;45,3;42,648;43,7;44,23;45,3;46,928;46,928;45,839;45,3;43,7;42,648;42,127;40,075;38,569;37,581;36,605;35,642;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
87905000;1;01/03/2015;;1;1;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;53,14;49,705;48,585;46,382;44,763;43,172;42,648;42,648;41,61;41,095;43,7;49,143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
87905000;1;01/01/2015;;1;1;;;;;;0;0;0;0;0;;;;;;;353,955;602,788;532,287;543,133;563,296;554,087;489,975;451,037;449,38;464,402;431,349;365,835;388,626;371,846;416,866;349,55;;;;;;;;;288,047;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;
87905000;1;01/12/2014;;1;1;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;555,922;681,632;585,702;405,768;320,872;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;
87905000;1;01/11/2014;;1;1;;;;;;0;0;0;0;0;999,732;756,644;817,636;932,303;1077,073;911,119;937,043;778,161;528,695;385,548;316,674;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
87905000;1;01/10/2014;;1;1;;;;;;0;0;0;0;0;452,697;456,026;431,349;376,387;336,496;304,243;;;323,686;315,281;315,281;514,448;677,577;844,484;622,054;;758,782;1414,6;1359,965;1292,459;1248,391;1141,499;885,552;653,497;525,116;432,973;364,339;320,872;;;977,807;;;;;;;0;0;;;;;;;3;0;3;3;;;;;;;;;;;0;0;;
87905000;1;01/09/2014;;1;1;;;;;;0;0;0;0;0;;;313,891;454,36;405,768;377,906;352,484;379,428;418,463;486,526;908,78;1199,71;1110,346;1002,182;960,919;804,371;561,448;543,133;523,331;512,681;496,908;488,249;405,768;330,772;325,097;319,47;343,718;379,428;380,954;377,906;;0;0;;;;;;;;;;;;;;3;3;;;;;;;;;;;;;;0;
87905000;1;01/08/2014;;1;1;;;;;;0;0;0;0;0;639,647;653,497;718,659;799,973;687,736;616,243;563,296;517,992;469,462;447,726;429,728;441,139;441,139;426,495;402,625;364,339;315,281;305,612;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
87905000;1;01/07/2014;;1;1;;;;;;0;0;0;0;0;1351,435;1105,195;1031,821;1074,534;1173,075;1540,818;1523,108;1499,586;1446,713;987,522;655,487;543,133;439,5;397,931;364,339;353,955;368,834;647,543;1508,395;1502,52;1434,994;1024,372;;1717,988;2802,804;2365,696;1721,037;1517,218;946,558;700,025;675,554;;;;;;;3;3;3;;;;;;;;;;;;;;0;;;;;;;;;
87905000;1;01/06/2014;;1;1;1506,925;108,793;246,306;30;1;1;1;1;0;0;108,793;174,156;189,025;170,018;151,027;140,536;132,228;165,928;165,928;150,058;135,89;122,41;134,053;256,96;296,091;246,983;221,717;210,156;176,244;157,896;144,308;136,813;128,615;123,287;128,615;201,125;250,702;413,68;849;1506,925;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
87905000;1;01/05/2014;;1;1;129,514;75,412;101,431;7;31;1;1;1;0;0;118,071;114,654;111,286;115,504;123,287;127,719;129,514;126,827;119,797;111,286;104,699;103,89;99,888;104,699;103,083;98,309;94,415;93,646;92,116;92,879;93,646;94,415;92,879;91,355;89,844;88,345;86,859;85,385;81,753;78,904;75,412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87905000;1;01/04/2014;;1;1;862,618;121,536;290,119;13;30;1;1;1;0;0;371,846;348,087;292,056;246,983;219,381;198,897;173,117;158,889;176,244;308,36;489,975;718,659;862,618;710,347;503,888;385,548;285,391;262,02;245,75;227,612;205,616;184,716;175,199;159,885;147,169;139,601;134,053;126,827;123,287;121,536;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
87905000;1;01/03/2014;;1;1;1496,653;151,027;531,48;21;15;1;1;1;0;0;1300,806;1120,683;839,98;561,448;449,38;446,075;541,318;496,908;365,835;288,047;233,582;202,243;181,516;161,888;151,027;154,934;218,217;697,97;1019,42;1183,694;1496,653;1084,707;795,587;525,116;397,931;346,628;288,047;256,96;225,245;205,616;238,413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87905000;1;01/02/2014;;1;1;1141,499;172,081;342,681;28;12;1;1;1;0;0;273,583;274,883;447,726;444,427;429,728;382,482;280,113;220,548;207,88;183,646;177,292;172,081;193,382;304,243;568,857;606,617;489,975;340,82;254,447;207,88;191,197;239,628;246,983;221,717;229,991;329,349;534,087;1141,499;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
87905000;1;01/01/2014;;1;1;669,503;72,674;205,155;15;8;1;1;1;0;0;102,28;95,188;96,742;95,963;94,415;85,385;78,904;72,674;74,036;99,888;112,964;165,928;246,983;462,721;669,503;663,478;546,773;474,55;346,628;227,612;176,244;150,058;133,139;119,797;108,793;114,654;130,415;130,415;123,287;149,092;211,298;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87905000;1;01/12/2013;;1;1;225,245;72,674;121,936;1;26;3;3;3;0;0;225,245;198,897;183,646;171,048;162,893;158,889;155,918;153,952;151,027;140,536;134,97;132,228;127,719;125,051;121,536;116,356;114,654;107,968;103,083;99,097;93,646;87,601;84,652;81,753;79,611;72,674;75,412;76,104;78,904;81,753;83,197;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;
87905000;1;01/11/2013;;1;1;2051,888;235,992;674,068;13;9;1;1;1;0;0;657,48;528,695;415,271;396,373;352,484;318,07;282,746;253,196;235,992;294,743;932,303;1609,236;2051,888;1975,406;1727,141;1624,22;918,154;752,376;675,554;576,314;534,087;510,916;486,526;401,057;337,934;288,047;281,427;282,746;269,702;251,947;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
87905000;1;01/10/2013;;1;1;;;;;;0;0;0;0;0;205,616;182,579;161,888;168,991;200,01;193,382;163,902;144,308;126,827;113,808;110,452;104,699;106,328;142,416;249,459;290,717;239,628;213,592;191,197;174,156;155,918;352,484;;750,247;1417,505;1136,278;1710,371;2321,326;1648,276;1417,505;965,729;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;
87905000;1;01/09/2013;;1;1;380,954;114,654;198,165;26;14;2;2;2;0;0;231,185;206,746;190,109;174,156;158,889;148,129;134,053;133,139;140,536;137,739;126,827;123,287;116,356;114,654;117,212;124,168;149,092;209,016;285,391;229,991;195,579;165,928;178,344;242,068;346,628;380,954;365,835;316,674;272,286;229,991;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;0;
87905000;1;01/08/2013;;1;1;;;;;;0;0;0;0;0;81,036;81,036;124,168;191,197;161,888;;;;184,716;272,286;367,333;364,339;309,738;242,068;215,899;192,288;172,081;153,952;140,536;132,228;125,937;119,797;155,918;222,89;359,871;597,066;587,589;496,908;384,014;323,686;267,129;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
87905000;1;01/07/2013;;1;1;;;;;;0;0;0;0;0;192,288;194,479;166,946;148,129;134,053;146,213;253,196;361,357;405,768;292,056;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
87905000;1;01/06/2013;;1;1;1144,115;98,309;250,494;1;19;1;1;1;0;0;1144,115;710,347;517,992;428,11;355,429;289,381;254,447;212,444;202,243;186,864;159,885;141,475;132,228;125,051;115,504;108,793;104,699;99,888;98,309;98,309;109,621;154,934;229,991;263,293;264,569;246,983;215,899;196,682;178,344;168,991;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
87905000;1;01/05/2013;;1;1;1240,212;50,837;148,072;31;3;1;1;1;0;0;60,347;53,723;50,837;81,753;147,169;197,788;209,016;168,991;129,514;107,146;92,116;76,104;67,347;62,848;68,66;76,104;73,354;68,002;66,046;73,354;92,116;109,621;107,968;105,512;103,083;97,524;87,601;80,322;118,071;517,992;1240,212;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;1;01/04/2013;;1;1;173,117;26,703;73,027;6;2;2;2;2;0;0;27,54;26,703;26,703;72,674;141,475;173,117;130,415;86,12;68,002;60,347;59,729;65,4;130,415;125,937;113,808;108,793;94,415;79,611;69,985;62,218;55,492;52,559;47,477;44,23;42,127;40,075;38,073;36,122;45,839;65,4;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;0;
87905000;1;01/03/2013;;1;1;68,002;27,963;41,344;5;31;1;1;1;0;0;60,347;54,899;49,705;64,118;68,002;64,758;54,31;42,648;40,075;38,073;36,122;35,642;35,165;36,122;35,165;34,22;33,289;32,827;31,915;34,691;42,127;49,705;43,7;41,095;37,091;34,22;32,827;31,463;30,127;29,252;27,963;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;1;01/02/2013;;1;1;108,793;49,705;71,357;15;8;2;2;2;0;0;50,269;71,997;82,473;77,498;63,482;54,31;50,837;49,705;51,408;50,837;53,14;50,837;85,385;89,093;108,793;97,524;86,859;78,199;69,321;71,323;76,799;83,197;76,104;76,104;81,036;75,412;70,653;65,4;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;0;0;0;
87905000;2;01/12/2014;;1;1;480,932;41,524;149,57;31;23;2;2;2;0;0;239,342;215,208;199,15;183,773;162,979;145,43;134,339;122,008;113,598;107,107;99,287;93,266;86,028;80,469;75,114;69,96;63,8;59,501;55,557;51,792;48,201;44,78;41,524;58,498;94,752;145,43;210,55;297,446;401,079;455,785;480,932;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
87905000;2;01/11/2014;;1;1;1408,771;278,205;724,592;7;30;2;2;2;0;0;308,759;518,149;731,993;861,797;1000,885;1234,445;1408,771;1395,807;1282,691;1181,631;1053,553;980,32;950,003;871,877;807,508;745,842;664,881;597,186;549,024;521,955;499,35;477,294;459,332;445,234;431,378;411,044;397,787;359,445;311,624;278,205;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;
87905000;2;01/10/2014;;1;1;1461,43;272,837;610,814;18;6;2;2;2;0;0;421,143;424,54;397,787;344,097;303,074;272,837;278,205;286,365;291,876;283,63;283,63;484,585;656,201;836,879;597,186;669,245;745,842;1461,43;1395,807;1319,69;1270,514;1152,952;881,708;630,534;718,287;533,464;466,471;431,378;401,079;365,687;329,117;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;
87905000;2;01/09/2014;;1;1;1216,669;79,111;494,927;12;1;2;2;2;0;0;79,111;229,52;338,061;424,54;371,988;347,137;320,305;347,137;384,769;455,785;905,71;1216,669;1119,154;1000,885;960,038;793,038;533,464;514,359;495,636;480,932;466,471;459,332;371,988;297,446;291,876;286,365;311,624;347,137;350,192;347,137;;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/08/2014;;1;1;788,247;84,619;340,416;4;31;2;2;2;0;0;613,735;630,534;700,233;788,247;664,881;589,004;533,464;488,254;438,276;417,762;397,787;411,044;411,044;394,51;371,988;332,084;283,63;272,837;234,403;215,208;190,28;162,979;143,548;125,465;113,598;108,71;122,008;118,604;102,376;91,792;84,619;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;
87905000;2;01/07/2014;;1;1;3040,453;323,228;1230,241;25;16;2;2;2;0;0;1389,355;1113,586;1032,27;1080,566;1187,423;1707,262;1663,3;1605,868;1494,999;990,567;630,534;514,359;407,707;365,687;332,084;323,228;338,061;622,104;1627,247;1612,973;1481,511;1026,994;1529,079;2181,494;3040,453;2716,102;2190,208;1648,816;945,012;682,431;656,201;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;
87905000;2;01/06/2014;;1;1;1627,247;90,332;227,187;30;1;1;1;1;0;0;90,332;149,235;162,979;145,43;127,213;118,604;110,326;141,68;141,68;127,213;113,598;102,376;113,598;227,099;264,894;217,559;194,687;181,632;151,158;134,339;122,008;115,254;107,107;102,376;107,107;173,204;222,301;381,551;841,831;1627,247;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/05/2014;;1;1;108,71;61,541;83,942;7;31;1;1;1;0;0;99,287;96,251;91,792;96,251;102,376;107,107;108,71;107,107;99,287;91,792;86,028;86,028;83,223;86,028;86,028;80,469;77,766;77,766;75,114;76,434;77,766;77,766;76,434;75,114;73,806;72,512;71,23;69,96;66,227;65,007;61,541;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/04/2014;;1;1;856,781;100,825;264,626;13;30;1;1;1;0;0;341,072;317,397;262,274;217,559;190,28;173,204;149,235;134,339;151,158;278,205;459,332;700,233;856,781;691,3;473,671;353,262;254,502;231,954;217,559;199,15;177,391;158,984;149,235;136,154;123,73;116,922;113,598;107,107;102,376;100,825;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/03/2014;;1;1;1598,783;127,213;514,85;21;15;1;1;1;0;0;1325,924;1130,346;831,944;533,464;417,762;414,395;510,584;466,471;335,065;257,079;203,668;175,291;157,007;137,982;127,213;130,749;190,28;678,02;1021,737;1199,065;1598,783;1091,499;783,471;495,636;365,687;314,503;257,079;227,099;196,912;177,391;208,242;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/02/2014;;1;1;1152,952;147,326;315,105;28;12;1;1;1;0;0;241,833;244,339;417,762;411,044;397,787;350,192;249,392;192,477;181,632;157,007;153,094;147,326;167,028;272,837;541,213;580,885;459,332;308,759;224,693;181,632;164,997;210,55;217,559;194,687;201,402;297,446;503,079;1152,952;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
87905000;2;01/01/2014;;1;1;647,583;59,501;183,779;15;8;1;1;1;0;0;84,619;77,766;80,469;79,111;77,766;69,96;65,007;59,501;60,515;83,223;94,752;141,68;217,559;431,378;647,583;639,027;518,149;445,234;314,503;199,15;151,158;127,213;111,955;99,287;90,332;96,251;110,326;110,326;102,376;127,213;183,773;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
