Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:87905000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
87905000;2;01/02/1995;;1;1;78,2;34,925;49,114;17;10;1;1;1;0;0;46,237;44,397;43,49;41,704;40,824;39,954;38,241;37,398;36,565;34,925;36,565;39,093;40,824;42,592;62,272;72,309;78,2;73,469;64,439;60,141;55,987;50,999;46,237;47,172;50,028;51,978;51,978;47,172;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
87905000;2;01/01/1995;;1;1;83,075;47,172;60,035;1;22;2;2;2;0;0;83,075;70,015;63,351;61,202;61,202;71,157;79,405;72,309;64,439;62,272;60,141;58,046;59,089;54,971;50,999;49,067;53,964;60,141;60,141;55,987;50,999;47,172;51,978;53,964;57,012;65,536;62,272;60,141;57,012;54,971;49,067;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/12/1994;;1;1;336,841;67,758;124,067;5;28;1;1;1;0;0;133,553;115,859;150,684;238,515;336,841;295,243;235,981;199,769;158,67;131,721;115,859;102,706;94,567;91,95;95,888;95,888;86,825;83,075;79,405;77,004;71,157;115,859;98,559;88,093;78,2;68,882;71,157;67,758;74,638;95,888;95,888;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/11/1994;;1;1;684,14;101,264;271,462;3;28;1;1;1;0;0;378,222;550,513;684,14;648,105;499,251;450,765;418,807;368,435;330,711;298,113;270,105;248,802;230,958;213,851;204,404;209,098;206,743;206,743;225,995;199,769;184,014;158,67;137,261;128,098;119,286;110,823;105,912;101,264;115,859;139,136;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/10/1994;;1;1;2669,545;110,823;622,155;21;11;1;1;1;0;0;184,014;190,678;186,22;175,333;160,702;148,724;139,136;128,098;121,021;115,859;110,823;110,823;171,08;355,608;391,495;358,791;432,849;1086,268;1661,79;2344,851;2669,545;2021,912;1488,533;1086,268;779,012;634,871;546,471;458,045;381,517;333,768;312,697;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/09/1994;;1;1;461,709;139,136;250,23;2;25;1;1;1;0;0;309,749;461,709;450,765;388,152;327,669;289,549;270,105;248,802;233,462;218,664;211,467;204,404;199,769;225,995;251,411;286,725;298,113;272,837;248,802;221,093;204,404;190,678;177,481;166,885;139,136;152,659;221,093;225,995;218,664;190,678;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/08/1994;;1;1;2869,417;248,802;853,225;2;31;1;1;1;0;0;2847,924;2869,417;2690,133;2568,181;2188,376;1097,583;725,983;600,324;526,507;591,855;702,566;657,012;579,277;484,038;480,276;702,566;875,543;725,983;591,855;499,251;432,849;401,616;368,435;339,929;312,697;295,243;278,346;259,332;256,676;251,411;248,802;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/07/1994;;1;1;2215,467;186,22;426,209;31;21;1;1;1;0;0;315,66;388,152;368,435;303,9;270,105;281,124;418,807;617,463;608,86;546,471;439,966;371,682;330,711;298,113;275,584;254,036;233,462;221,093;209,098;195,194;186,22;209,098;371,682;384,827;303,9;336,841;300,999;259,332;361,99;1334,214;2215,467;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/06/1994;;1;1;1888,46;128,098;502,635;20;16;1;1;1;0;0;254,036;286,725;352,441;300,999;264,688;233,462;225,995;206,743;190,678;173,199;158,67;150,684;144,846;137,261;131,721;128,098;154,648;238,515;1108,976;1888,46;1831,972;1676,806;1340,69;849,53;648,105;550,513;443,55;378,222;330,711;298,113;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/05/1994;;1;1;1880,32;218,664;506,549;14;31;1;1;1;0;0;679,576;550,513;454,397;352,441;346,154;303,9;254,036;223,536;254,036;542,445;702,566;769,215;1103,27;1880,32;1327,758;865,086;639,266;499,251;411,882;352,441;309,749;278,346;259,332;278,346;306,817;374,944;330,711;303,9;283,917;246,207;218,664;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/04/1994;;1;1;643,677;55,987;121,082;30;17;1;1;1;0;0;73,469;70,015;67,758;68,882;64,439;64,439;91,95;139,136;99,907;89,369;80,619;75,816;71,157;66,643;62,272;61,202;55,987;57,012;61,202;62,272;62,272;77,004;84,316;74,638;70,015;83,075;333,768;243,628;476,53;643,677;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/03/1994;;1;1;166,885;50,999;85,458;20;18;1;1;1;0;0;146,778;129,902;117,566;104,302;93,254;84,316;77,004;73,469;70,015;66,643;65,536;64,439;61,202;59,089;57,012;54,971;51,978;50,999;70,015;166,885;139,136;105,912;102,706;93,254;84,316;79,405;77,004;75,816;74,638;75,816;75,816;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/02/1994;;1;1;522,564;49,067;164,656;18;10;1;1;1;0;0;68,882;73,469;65,536;73,469;81,842;78,2;64,439;55,987;51,978;49,067;50,999;57,012;66,643;81,842;124,531;154,648;251,411;522,564;476,53;394,852;309,749;216,25;225,995;218,664;204,404;209,098;209,098;173,199;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
87905000;2;01/01/1994;;1;1;315,66;57,012;111,582;1;24;1;1;1;0;0;315,66;264,688;199,769;162,749;142,928;128,098;115,859;105,912;101,264;158,67;175,333;162,749;129,902;109,172;95,888;86,825;80,619;75,816;74,638;71,157;66,643;62,272;60,141;57,012;62,272;71,157;74,638;67,758;63,351;59,089;57,012;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/12/1993;;1;1;1064,121;152,659;392,133;18;27;1;1;1;0;0;177,481;173,199;162,749;156,652;254,036;600,324;783,936;769,215;626,133;415,336;295,243;238,515;211,467;298,113;327,669;454,397;1012,206;1064,121;844,38;526,507;361,99;275,584;233,462;202,079;177,481;164,81;152,659;156,652;254,036;436,4;349,289;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/11/1993;;1;1;1847,995;146,778;558,348;21;12;1;1;1;0;0;487,817;652,55;648,105;550,513;391,495;295,243;246,207;211,467;188,442;173,199;156,652;146,778;216,25;251,411;278,346;491,612;1143,63;1454,024;1632,027;1784,459;1847,995;1149,474;526,507;381,517;312,697;270,105;241,064;223,536;204,404;192,928;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/10/1993;;1;1;1161,224;75,816;334,609;26;13;1;1;1;0;0;88,093;88,093;102,706;164,81;137,261;158,67;135,4;112,488;98,559;89,369;83,075;77,004;75,816;86,825;150,684;321,634;439,966;422,293;298,113;275,584;318,639;315,66;550,513;928,884;1155,339;1161,224;950,714;583,453;405,022;318,639;278,346;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/09/1993;;1;1;281,124;74,638;115,469;2;19;1;1;1;0;0;256,676;281,124;262,002;206,743;166,885;146,778;131,721;119,286;109,172;99,907;95,888;91,95;86,825;84,316;81,842;79,405;77,004;75,816;74,638;77,004;83,075;79,405;75,816;81,842;94,567;91,95;85,566;86,825;91,95;88,093;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/08/1993;;1;1;538,436;85,566;202,941;4;29;1;1;1;0;0;405,022;487,817;510,833;538,436;432,849;330,711;275,584;246,207;221,093;206,743;188,442;173,199;150,684;133,553;144,846;135,4;129,902;126,308;126,308;121,021;117,566;114,167;107,535;101,264;97,219;94,567;91,95;88,093;85,566;110,823;197,474;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/07/1993;;1;1;1831,972;139,136;516,84;7;4;1;1;1;0;0;166,885;154,648;142,928;139,136;216,25;928,884;1831,972;1639,434;1413,323;1046,655;779,012;901,994;865,086;725,983;591,855;495,423;432,849;381,517;339,929;306,817;281,124;254,036;238,515;223,536;204,404;190,678;177,481;168,975;190,678;267,389;324,644;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/06/1993;;1;1;1839,971;177,481;641,245;6;30;2;2;2;0;0;306,817;292,388;286,725;503,095;1393,26;1839,971;1816,041;1761,014;1639,434;1097,583;918,075;769,215;621,79;495,423;368,435;358,791;415,336;454,397;550,513;604,583;503,095;378,222;315,66;275,584;254,036;235,981;216,25;197,474;190,678;177,481;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/05/1993;;1;1;1393,26;34,119;326,716;15;2;1;1;1;0;0;34,925;34,119;36,565;39,954;42,592;40,824;39,093;41,704;45,312;42,592;49,067;384,827;1040,869;1283,149;1393,26;1276,859;754,65;487,817;333,768;283,917;223,536;202,079;186,22;173,199;164,81;156,652;181,821;238,515;281,124;309,749;324,644;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/04/1993;;1;1;54,971;28;37,524;7;5;1;1;1;0;0;29,474;29,474;29,474;28,733;28;34,925;54,971;51,978;40,824;35,74;34,119;33,322;32,534;32,534;31,755;34,119;35,74;39,093;51,978;47,172;44,397;42,592;41,704;39,954;39,093;37,398;37,398;36,565;35,74;34,925;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/03/1993;;1;1;63,351;29,474;44,385;8;30;1;1;1;0;0;57,012;53,964;50,999;49,067;48,115;51,978;57,012;63,351;62,272;58,046;53,964;50,999;50,028;48,115;46,237;44,397;43,49;42,592;41,704;40,824;39,093;37,398;34,925;34,119;33,322;32,534;30,986;30,226;30,226;29,474;29,474;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/02/1993;;1;1;166,885;64,439;87,576;3;28;1;1;1;0;0;104,302;144,846;166,885;141,025;114,167;97,219;107,535;101,264;95,888;88,093;79,405;73,469;70,015;68,882;72,309;74,638;77,004;77,004;71,157;68,882;73,469;72,309;70,015;73,469;71,157;67,758;65,536;64,439;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
87905000;2;01/01/1993;;1;1;1353,707;79,405;370,402;4;27;1;1;1;0;0;206,743;665,987;1340,69;1353,707;1167,128;1103,27;834,132;558,648;425,795;368,435;318,639;259,332;202,079;168,975;154,648;144,846;292,388;251,411;221,093;179,644;144,846;107,535;102,706;94,567;88,093;81,842;79,405;131,721;160,702;150,684;122,769;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/12/1992;;1;1;141,025;48,115;69,771;2;30;1;1;1;0;0;112,488;141,025;98,559;81,842;78,2;77,004;75,816;75,816;75,816;74,638;72,309;70,015;67,758;66,643;64,439;61,202;61,202;72,309;73,469;66,643;63,351;60,141;58,046;55,987;54,971;53,964;51,978;50,999;50,028;48,115;48,115;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/11/1992;;1;1;309,749;71,157;137,833;5;29;1;1;1;0;0;218,664;206,743;218,664;270,105;309,749;238,515;213,851;186,22;175,333;166,885;156,652;142,928;129,902;122,769;114,167;107,535;101,264;97,219;93,254;88,093;84,316;81,842;80,619;79,405;78,2;77,004;74,638;73,469;71,157;75,816;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/10/1992;;1;1;583,453;160,702;275,63;1;28;1;1;1;0;0;583,453;454,397;361,99;289,549;230,958;254,036;306,817;318,639;289,549;275,584;275,584;303,9;324,644;309,749;262,002;243,628;223,536;272,837;343,034;306,817;292,388;275,584;235,981;206,743;192,928;177,481;166,885;160,702;179,644;204,404;221,093;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/09/1992;;1;1;1784,459;168,975;444,444;27;15;1;1;1;0;0;235,981;241,064;264,688;259,332;248,802;238,515;225,995;218,664;209,098;197,474;190,678;184,014;177,481;173,199;168,975;171,08;181,821;204,404;318,639;371,682;352,441;281,124;272,837;378,222;1046,655;1440,372;1784,459;1488,533;1052,459;754,65;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/08/1992;;1;1;1831,972;211,467;543,898;1;22;1;1;1;0;0;1831,972;1823,995;1646,864;1399,927;950,714;583,453;514,727;469,087;429,314;394,852;365,205;336,841;339,929;327,669;300,999;275,584;251,411;235,981;228,469;221,093;216,25;211,467;256,676;514,727;587,646;554,573;439,966;336,841;300,999;267,389;246,207;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/07/1992;;1;1;1251,905;336,841;690,327;4;26;1;1;1;0;0;1190,946;1058,281;1227,278;1251,905;1075,031;1126,214;1155,339;945,23;725,983;613,153;510,833;476,53;458,045;439,966;542,445;716,565;774,105;735,47;575,118;472,8;443,55;411,882;391,495;368,435;346,154;336,841;346,154;398,226;439,966;702,566;1143,63;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/06/1992;;1;1;4747,324;415,336;1334,221;10;22;1;1;1;0;0;643,677;499,251;621,79;972,826;1202,976;1295,791;1502,488;2354,281;4524,83;4747,324;3298,601;2700,466;2064,869;1353,707;875,543;661,491;579,277;538,436;503,095;472,8;439,966;415,336;522,564;670,5;749,829;707,216;1052,459;1314,908;1353,707;1386,615;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/05/1992;;1;1;2224,547;324,644;778,52;15;9;1;1;1;0;0;514,727;522,564;476,53;443,55;408,444;378,222;358,791;343,034;324,644;371,682;1460,883;2047,614;2056,229;2179,395;2224,547;1937,793;1137,805;670,5;534,443;487,817;447,149;411,882;384,827;343,034;352,441;355,608;355,608;408,444;613,153;798,813;783,936;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/04/1992;;1;1;4915,041;233,462;1667,292;15;4;1;1;1;0;0;432,849;371,682;286,725;233,462;324,644;439,966;522,564;469,087;436,4;381,517;309,749;875,543;4197,351;4777,529;4915,041;4747,324;4732,269;4672,367;4281,202;3322,303;1684,348;1035,101;834,132;934,315;1064,121;1120,449;1046,655;639,266;461,709;469,087;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/03/1992;;1;1;1069,441;75,816;286,16;29;26;2;2;2;0;0;716,565;575,118;484,038;425,795;361,99;343,034;327,669;309,749;213,851;175,333;158,67;150,684;144,846;129,902;114,167;102,706;97,219;91,95;89,369;85,566;81,842;79,405;78,2;80,619;78,2;75,816;152,659;398,226;1069,441;989,597;688,721;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/02/1992;;1;1;1227,278;144,846;462,958;6;1;1;1;1;0;0;144,846;179,644;292,388;514,727;813,846;1227,278;1178,997;834,132;472,8;339,929;349,289;371,682;336,841;221,093;209,098;228,469;233,462;216,25;218,664;199,769;177,481;164,81;202,079;283,917;499,251;697,934;854,698;972,826;989,597;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
87905000;2;01/01/1992;;1;1;241,064;43,49;91,91;1;22;1;1;1;0;0;241,064;179,644;124,531;105,912;94,567;86,825;80,619;77,004;72,309;68,882;65,536;67,758;67,758;62,272;57,012;51,978;48,115;46,237;45,312;44,397;44,397;43,49;44,397;50,999;66,643;104,302;166,885;216,25;190,678;115,859;117,566;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/12/1991;;1;1;295,243;95,888;129,054;31;8;1;1;1;0;0;150,684;139,136;126,308;112,488;98,559;101,264;98,559;95,888;99,907;110,823;137,261;150,684;146,778;135,4;124,531;115,859;110,823;105,912;102,706;107,535;107,535;105,912;102,706;99,907;98,559;97,219;102,706;126,308;206,743;286,725;295,243;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/11/1991;;1;1;562,741;79,405;185,925;18;14;1;1;1;0;0;168,975;164,81;162,749;160,702;160,702;164,81;164,81;160,702;148,724;128,098;102,706;85,566;81,842;79,405;91,95;202,079;530,467;562,741;411,882;259,332;221,093;186,22;154,648;121,021;101,264;114,167;131,721;190,678;190,678;173,199;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/10/1991;;1;1;950,714;74,638;238,028;19;5;1;1;1;0;0;86,825;83,075;78,2;75,816;74,638;79,405;98,559;121,021;121,021;112,488;104,302;97,219;90,655;86,825;79,405;74,638;405,022;875,543;950,714;939,763;630,494;425,795;264,688;179,644;164,81;168,975;173,199;179,644;186,22;188,442;181,821;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/09/1991;;1;1;346,154;77,004;138,115;21;15;1;1;1;0;0;142,928;148,724;142,928;131,721;117,566;102,706;97,219;93,254;90,655;88,093;86,825;85,566;83,075;79,405;77,004;79,405;81,842;117,566;197,474;295,243;346,154;339,929;270,105;190,678;142,928;122,769;109,172;99,907;93,254;89,369;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/08/1991;;1;1;834,132;105,912;267,882;1;29;1;1;1;0;0;834,132;648,105;562,741;436,4;429,314;368,435;378,222;365,205;355,608;368,435;343,034;278,346;248,802;228,469;209,098;199,769;190,678;175,333;164,81;158,67;150,684;142,928;137,261;129,902;122,769;117,566;112,488;109,172;105,912;107,535;124,531;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/07/1991;;1;1;1707,109;204,404;522,608;25;9;1;1;1;0;0;398,226;374,944;333,768;298,113;267,389;241,064;221,093;211,467;204,404;254,036;292,388;281,124;262,002;254,036;246,207;235,981;230,958;235,981;254,036;336,841;422,293;558,648;1149,474;1661,79;1707,109;1516,53;1132;844,38;657,012;542,445;575,118;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/06/1991;;1;1;823,954;107,535;273,996;30;13;1;1;1;0;0;202,079;173,199;154,648;142,928;142,928;148,724;146,778;137,261;128,098;122,769;117,566;110,823;107,535;109,172;122,769;144,846;164,81;186,22;281,124;450,765;621,79;608,86;480,276;361,99;309,749;286,725;309,749;381,517;740,239;823,954;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/05/1991;;1;1;447,149;128,098;259,335;25;22;1;1;1;0;0;408,444;327,669;292,388;264,688;286,725;321,634;358,791;343,034;272,837;213,851;195,194;184,014;175,333;171,08;175,333;173,199;164,81;154,648;146,778;139,136;131,721;128,098;164,81;352,441;447,149;443,55;411,882;365,205;318,639;272,837;233,462;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/04/1991;;1;1;2891,019;36,565;699,44;22;7;1;1;1;0;0;40,824;40,824;39,954;39,093;38,241;37,398;36,565;37,398;39,954;43,49;43,49;41,704;43,49;49,067;60,141;85,566;160,702;854,698;1684,348;2197,382;2847,924;2891,019;2392,252;1190,946;1190,946;1308,515;1353,707;1017,903;657,012;518,637;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/03/1991;;1;1;110,823;39,093;58,611;13;30;1;1;1;0;0;45,312;44,397;44,397;46,237;47,172;46,237;48,115;50,028;51,978;65,536;90,655;105,912;110,823;97,219;88,093;78,2;67,758;59,089;55,987;54,971;53,964;52,967;51,978;51,978;51,978;49,067;45,312;41,704;39,954;39,093;40,824;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/02/1991;;1;1;97,219;38,241;52,014;11;22;1;1;1;0;0;47,172;45,312;47,172;50,028;48,115;47,172;46,237;46,237;47,172;63,351;97,219;81,842;64,439;61,202;59,089;57,012;52,967;50,028;45,312;41,704;39,093;38,241;45,312;48,115;48,115;47,172;46,237;45,312;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
87905000;2;01/01/1991;;1;1;110,823;50,999;72,609;1;31;1;1;1;0;0;110,823;101,264;98,559;97,219;94,567;93,254;88,093;83,075;79,405;81,842;80,619;77,004;74,638;73,469;71,157;68,882;66,643;64,439;63,351;61,202;60,141;60,141;59,089;58,046;58,046;57,012;55,987;54,971;53,964;52,967;50,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/12/1990;;1;1;813,846;135,4;240,157;14;31;1;1;1;0;0;175,333;164,81;171,08;175,333;177,481;166,885;166,885;179,644;179,644;179,644;192,928;303,9;716,565;813,846;575,118;408,444;272,837;228,469;204,404;190,678;168,975;158,67;150,684;146,778;168,975;206,743;188,442;168,975;154,648;152,659;135,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/11/1990;;1;1;3334,197;186,22;954,534;6;30;1;1;1;0;0;246,207;281,124;439,966;1251,905;2956,474;3334,197;2837,217;2731,625;2638,861;1979,555;1137,805;834,132;652,55;546,471;506,956;587,646;803,806;675,03;634,871;587,646;503,095;418,807;365,205;315,66;283,917;256,676;233,462;211,467;197,474;186,22;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/10/1990;;1;1;1937,793;166,885;616,114;14;30;1;1;1;0;0;429,314;256,676;199,769;184,014;168,975;181,821;391,495;870,305;1420,053;1143,63;978,399;1137,805;1880,32;1937,793;1646,864;1347,188;859,883;579,277;476,53;425,795;378,222;336,841;321,634;262,002;202,079;190,678;188,442;181,821;173,199;166,885;181,821;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/09/1990;;1;1;1847,995;35,74;482,079;23;1;1;1;1;0;0;35,74;66,643;74,638;67,758;59,089;53,964;49,067;67,758;83,075;99,907;133,553;216,25;408,444;499,251;514,727;388,152;264,688;209,098;230,958;315,66;697,934;1420,053;1847,995;1639,434;1264,341;923,471;670,5;693,319;764,343;702,566;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/08/1990;;1;1;71,157;34,119;54,435;3;31;1;1;1;0;0;63,351;66,643;71,157;70,015;68,882;66,643;63,351;61,202;58,046;55,987;53,964;51,978;50,028;49,067;48,115;50,999;59,089;65,536;62,272;59,089;53,964;50,999;49,067;48,115;46,237;44,397;43,49;42,592;41,704;37,398;34,119;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/07/1990;;1;1;355,608;64,439;132,614;18;2;1;1;1;0;0;66,643;64,439;64,439;71,157;85,566;104,302;119,286;124,531;121,021;110,823;99,907;93,254;88,093;83,075;80,619;94,567;248,802;355,608;333,768;264,688;221,093;192,928;164,81;137,261;126,308;122,769;115,859;104,302;93,254;85,566;72,309;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/06/1990;;1;1;312,697;66,643;149,754;7;30;1;1;1;0;0;213,851;211,467;209,098;204,404;213,851;262,002;312,697;303,9;246,207;199,769;181,821;173,199;154,648;133,553;121,021;122,769;119,286;112,488;104,302;97,219;91,95;90,655;88,093;83,075;80,619;78,2;74,638;72,309;68,882;66,643;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
